"source","target"
"x3077629085","x1316815159231426561"
"x1262532127771496449","x1316815159231426561"
"x1203392366956220417","x1185598373614751748"
"x1213759199038996480","x1316815159231426561"
"x1358770473765584896","x899277408674746368"
"x540903074","x899277408674746368"
"x2271227698","x899277408674746368"
"x2787325060","x1185598373614751748"
"x348386037","x1185598373614751748"
"x1364239433474662401","x899277408674746368"
"x782582072644870145","x1185598373614751748"
"x987736895445700609","x1185598373614751748"
"x475910322","x1185598373614751748"
"x434295762","x1185598373614751748"
"x1279323899218534401","x1185598373614751748"
"x1305233188155949057","x45607154"
"x1566349818","x1185598373614751748"
"x600234980","x600234980"
"x2576664474","x1185598373614751748"
"x436846029","x1359472297837555715"
"x1279319644810117121","x1185598373614751748"
"x721068650","x1185598373614751748"
"x1161222847","x1185598373614751748"
"x390009648","x1316815159231426561"
"x1235957296162836480","x1185598373614751748"
"x3303557543","x1185598373614751748"
"x2718698920","x1136409544060526593"
"x566585145","x1316815159231426561"
"x303035237","x1359472297837555715"
"x4017280223","x3226305131"
"x817413346957918208","x1324009611557543938"
"x887279658047336448","x1324009611557543938"
"x1328983732074770433","x1324009611557543938"
"x1030752618723901440","x1324009611557543938"
"x1033711871084449792","x1324009611557543938"
"x47470410","x1324009611557543938"
"x905333241284100100","x1324009611557543938"
"x475739475","x1324009611557543938"
"x1264774147","x1324009611557543938"
"x390009648","x1324009611557543938"
"x933033649938853894","x1324009611557543938"
"x1291063044097933317","x1324009611557543938"
"x1223235069575385089","x1324009611557543938"
"x1171408220","x1324009611557543938"
"x47905283","x1185598373614751748"
"x2871150868","x1324009611557543938"
"x1239333155393454081","x1324009611557543938"
"x14343429","x1324009611557543938"
"x820412312028909568","x1324009611557543938"
"x1314833632540884993","x1324009611557543938"
"x1389044180","x1324009611557543938"
"x1286559285242101761","x1324009611557543938"
"x601343719","x1324009611557543938"
"x1204798960017301505","x1324009611557543938"
"x301406703","x301406703"
"x2820542098","x1324009611557543938"
"x1090129452","x1324009611557543938"
"x2860878915","x2860878915"
"x1239458761699459073","x1359472297837555715"
"x91810391","x1324009611557543938"
"x860932346526269441","x1324009611557543938"
"x1353316068668878855","x1324009611557543938"
"x1329476013781364738","x1324009611557543938"
"x1242913971327455237","x1324009611557543938"
"x1344275995088605185","x1324009611557543938"
"x127260644","x1112689660151717889"
"x1303829128647503873","x1324009611557543938"
"x1058787548015804417","x1359472297837555715"
"x1361475344298102784","x1359472297837555715"
"x1184244617266585600","x1324009611557543938"
"x1242739129407987712","x1324009611557543938"
"x50993130","x1324009611557543938"
"x739537761028411392","x1324009611557543938"
"x1065642654967496704","x1324009611557543938"
"x1106277127073267712","x301406703"
"x1975434650","x1324009611557543938"
"x1277025973905612801","x1324009611557543938"
"x113951768","x301406703"
"x1228961686645870592","x1324009611557543938"
"x1410527701","x99404472"
"x789845232","x99404472"
"x1292973189656727553","x1316815159231426561"
"x590854559","x1324009611557543938"
"x1264053372019187712","x1324009611557543938"
"x976911859373805568","x1278846118370164745"
"x1166383473034240002","x1324009611557543938"
"x1219925121646891008","x1324009611557543938"
"x1318627270144262144","x1324009611557543938"
"x2234898234","x1068236639871340544"
"x718068708","x1324009611557543938"
"x998510911194312704","x48614245"
"x716190004402372610","x1324009611557543938"
"x1353257159916728320","x1324009611557543938"
"x346723006","x1359472297837555715"
"x734996891038011392","x1324009611557543938"
"x2863702235","x899277408674746368"
"x1632917286","x1324009611557543938"
"x1056658699891171328","x899277408674746368"
"x1247109450013564928","x1324009611557543938"
"x1192767230","x48614245"
"x1249723585893208067","x1324009611557543938"
"x1242145236081684480","x1324009611557543938"
"x1349068277255970818","x1324009611557543938"
"x409283690","x48614245"
"x742831526086316033","x48614245"
"x399333365","x1324009611557543938"
"x901848319818858496","x1185598373614751748"
"x589911803","x1278846118370164745"
"x1221190767215042563","x1324009611557543938"
"x1237758400487972867","x1278846118370164745"
"x827626468914167810","x1324009611557543938"
"x1344910341034147841","x1324009611557543938"
"x972780983207505920","x1324009611557543938"
"x1713624721","x1278846118370164745"
"x1201527507977146371","x1324009611557543938"
"x390064263","x1324009611557543938"
"x1324849966553178112","x1324009611557543938"
"x1640054216","x1640054216"
"x1066089646877216768","x1640054216"
"x1034485597","x1640054216"
"x1439138467","x1185598373614751748"
"x1351658514159173637","x131260902"
"x1343176016064339969","x1640054216"
"x1364839945525936128","x1359472297837555715"
"x1287089270772117507","x1324009611557543938"
"x1348565607017574400","x1348565607017574400"
"x1324445879869317121","x1324009611557543938"
"x902255009814982656","x1359472297837555715"
"x884086317193318401","x1068236639871340544"
"x43753390","x916897791653408768"
"x982538740571795456","x1359472297837555715"
"x988430381006381056","x1324009611557543938"
"x3311985875","x3311985875"
"x3227862497","x3311985875"
"x437853191","x3311985875"
"x824571084926287872","x1317183887550914563"
"x1255545886345777157","x1317183887550914563"
"x115505743","x1317183887550914563"
"x3198953026","x1348565607017574400"
"x803668188886077440","x3311985875"
"x3218453147","x1317183887550914563"
"x1166130295","x3311985875"
"x322701482","x3311985875"
"x1311942187572252673","x3311985875"
"x104651157","x3311985875"
"x1196504849002770433","x3311985875"
"x1010807990","x3311985875"
"x3090019191","x3311985875"
"x873149705554972676","x3311985875"
"x4714158016","x1161114194755952640"
"x416911451","x3311985875"
"x2225947413","x3311985875"
"x867811386","x3311985875"
"x637160007","x301272907"
"x901577425506721794","x301272907"
"x3222623040","x301272907"
"x306686182","x301272907"
"x799642223335903232","x301272907"
"x778693643976581120","x3311985875"
"x269787244","x301272907"
"x456050432","x301272907"
"x1313128916509483008","x3311985875"
"x1355666096628621314","x301272907"
"x2967373000","x301272907"
"x487943629","x301272907"
"x3388449021","x301272907"
"x1018627994468999169","x301272907"
"x14803639","x301272907"
"x1318195794873339905","x301272907"
"x4652775922","x3311985875"
"x946804152885182464","x301272907"
"x925114806251802624","x301272907"
"x166643998","x301272907"
"x1282974761862205440","x301272907"
"x832033056","x3311985875"
"x1044298156664590337","x301272907"
"x457154886","x3311985875"
"x1260373206600384512","x843546356224577536"
"x2792615047","x1088731747599163392"
"x563720164","x3311985875"
"x161284813","x301272907"
"x704763225","x3311985875"
"x368988176","x301272907"
"x1160209144286257155","x628563779"
"x2889577162","x3311985875"
"x275988697","x3311985875"
"x1095100651","x301272907"
"x795669463492390913","x3311985875"
"x88293944","x301272907"
"x776778163","x301272907"
"x852785935146037248","x301272907"
"x985824325184950272","x301272907"
"x854242231699603456","x3311985875"
"x800440287017385984","x3311985875"
"x860608649449930752","x301272907"
"x731886036507340800","x301272907"
"x801394608190160896","x301272907"
"x2231795180","x301272907"
"x838432833404293121","x843546356224577536"
"x476762357","x301272907"
"x2854487645","x301272907"
"x1119852036","x301272907"
"x1033018664591740928","x1242864071210422272"
"x912457093","x301272907"
"x1090129452","x3311985875"
"x353240095","x301272907"
"x299579897","x301272907"
"x1578185562","x301272907"
"x1303829128647503873","x1242864071210422272"
"x959819135562735617","x3311985875"
"x1015570067956883457","x1161114194755952640"
"x185683804","x3311985875"
"x3179555459","x1110868374899306496"
"x896810750622224386","x301272907"
"x1205422643446534144","x1359472297837555715"
"x1339835282","x3311985875"
"x1213286696","x301272907"
"x144214150","x301272907"
"x1124042489604734976","x1037674513020923904"
"x1237833052170194944","x3311985875"
"x1325099219213017089","x301272907"
"x4136583682","x3311985875"
"x2390933316","x1161114194755952640"
"x1275408849827180544","x3311985875"
"x977253498210406407","x301272907"
"x1913955020","x3311985875"
"x951116850351476736","x301272907"
"x1030208785","x301272907"
"x2481613313","x301272907"
"x2334645651","x1192802053"
"x709524909","x628563779"
"x1368497419407794181","x301272907"
"x1519446270","x560364126"
"x736414651664224256","x560364126"
"x1248216947671646213","x560364126"
"x4414484896","x4414484896"
"x2301100947","x560364126"
"x820412312028909568","x560364126"
"x1321145770037420032","x560364126"
"x1260306632560566274","x560364126"
"x1290295683988238338","x939257175515500544"
"x131260902","x560364126"
"x237042349","x1317183887550914563"
"x1914556004","x301272907"
"x360841766","x560364126"
"x3296403221","x301272907"
"x245979345","x301272907"
"x188253681","x560364126"
"x79794429","x301272907"
"x1333345149473202176","x1239665968277860352"
"x1313216067997663237","x560364126"
"x1313216067997663237","x560364126"
"x1310317903070334978","x1315060569314070528"
"x557688212","x560364126"
"x1311283606862602240","x1239665968277860352"
"x1263794976506482689","x1315060569314070528"
"x736414651664224256","x1315060569314070528"
"x1325554507753943042","x1334997756453265411"
"x1693454996","x1334997756453265411"
"x1303331183254740993","x1315060569314070528"
"x3150949187","x1315060569314070528"
"x1247820332590825473","x1315060569314070528"
"x1247820332590825473","x1315060569314070528"
"x1124042489604734976","x1334997756453265411"
"x1250064828124794882","x1315060569314070528"
"x1247820332590825473","x1315060569314070528"
"x1319332166069817345","x1315060569314070528"
"x2756266869","x1315060569314070528"
"x1335251467310166018","x1315060569314070528"
"x1235692866732728320","x1315060569314070528"
"x406923911","x1239665968277860352"
"x1028305673984069633","x1315060569314070528"
"x115900580","x1315060569314070528"
"x1228210045","x1315060569314070528"
"x560405654","x1315060569314070528"
"x3540695177","x1315060569314070528"
"x1207831623414243328","x1315060569314070528"
"x1310338506720448513","x1315060569314070528"
"x300813373","x1315060569314070528"
"x1346780167797137408","x1315060569314070528"
"x1323379502194565126","x1315060569314070528"
"x1288818769570275328","x1315060569314070528"
"x1895525442","x1315060569314070528"
"x1241197524435828738","x1315060569314070528"
"x1188143140001271809","x1315060569314070528"
"x841282613998379009","x262500745"
"x1146341459500646400","x1315060569314070528"
"x1267198031134371844","x1315060569314070528"
"x437006586","x1315060569314070528"
"x1315060569314070528","x1315060569314070528"
"x28328101","x1315060569314070528"
"x1477577527","x1315060569314070528"
"x1171408220","x515405354"
"x1313216067997663237","x515405354"
"x1395341978","x1239665968277860352"
"x1241374383853142017","x1315060569314070528"
"x1296420187177193472","x1315060569314070528"
"x722513405379264512","x1315060569314070528"
"x101791942","x1088731747599163392"
"x577107357","x1218560108365516800"
"x2869340604","x515405354"
"x1304709794679455745","x14090348"
"x2969952341","x1185598373614751748"
"x2842490193","x1315060569314070528"
"x300793151","x1114502883398049799"
"x43301934","x1114502883398049799"
"x417885016","x1114502883398049799"
"x303757000","x1114502883398049799"
"x843963938102562818","x1114502883398049799"
"x403328789","x2972088165"
"x1247883781853204486","x2972088165"
"x572705174","x2972088165"
"x1218560108365516800","x2972088165"
"x244170872","x2972088165"
"x830933905","x2972088165"
"x595234640","x2972088165"
"x1079404949488967680","x2972088165"
"x1127958111191478272","x2972088165"
"x1283399008791273475","x2972088165"
"x1277980002760318979","x2972088165"
"x145058470","x2972088165"
"x1316667828859269122","x2972088165"
"x1301858857094967296","x2972088165"
"x1274020014706827264","x2972088165"
"x2365378849","x2972088165"
"x3053786963","x2972088165"
"x952247125185720320","x2972088165"
"x2177826328","x2972088165"
"x1051828328037003265","x2972088165"
"x706875423024619520","x2972088165"
"x802111646","x2972088165"
"x755246331862605825","x2972088165"
"x2782253095","x2972088165"
"x207174809","x2972088165"
"x3813425140","x2972088165"
"x1002015188","x2972088165"
"x125015422","x2972088165"
"x2543322702","x2972088165"
"x2371973557","x2972088165"
"x1242864071210422272","x2972088165"
"x719970001843789826","x2972088165"
"x792270532565671936","x2972088165"
"x2857945699","x2972088165"
"x4503318695","x2972088165"
"x587372618","x2972088165"
"x2458124236","x2972088165"
"x4228805517","x2972088165"
"x299718891","x2972088165"
"x3715108276","x2972088165"
"x1278846118370164745","x2972088165"
"x390009648","x2972088165"
"x1334537961527013378","x2972088165"
"x493808545","x2972088165"
"x1116008709740744704","x2972088165"
"x875973804","x2972088165"
"x1303829128647503873","x2972088165"
"x848842186061991936","x2972088165"
"x1321756950590296070","x2972088165"
"x2973592155","x2972088165"
"x1252319655735287808","x2972088165"
"x1084816347975045121","x2972088165"
"x2173596900","x1114502883398049799"
"x1314232465389768708","x2972088165"
"x1117165805010075648","x2972088165"
"x1214614072760655872","x2972088165"
"x1252237844418084866","x2972088165"
"x115505743","x2972088165"
"x1290301043503439872","x2972088165"
"x1289549404484128768","x2972088165"
"x1327727651067486208","x2972088165"
"x1100520229","x2972088165"
"x1317464304514441216","x2972088165"
"x1254464007160975365","x2972088165"
"x737745572971618308","x2972088165"
"x2598310672","x301272907"
"x1124042489604734976","x2972088165"
"x1254405373181808640","x2972088165"
"x69050947","x2972088165"
"x1372946714","x2972088165"
"x1310338506720448513","x515405354"
"x1426405802","x2972088165"
"x295775334","x2972088165"
"x1313216067997663237","x2972088165"
"x1323972437470490624","x2972088165"
"x2468126647","x2972088165"
"x1262058650388103173","x2972088165"
"x3834706767","x2972088165"
"x3644149883","x2972088165"
"x1286754347418779648","x2972088165"
"x1263794976506482689","x2972088165"
"x1249598490478592000","x2972088165"
"x800457506203963392","x2972088165"
"x4228679846","x2972088165"
"x1425908448","x2972088165"
"x1240548961489948673","x2972088165"
"x979675582245064704","x2972088165"
"x560514105","x2972088165"
"x557688212","x2972088165"
"x843221358","x2972088165"
"x1439297204","x2972088165"
"x920040831809187842","x2972088165"
"x1303331183254740993","x2972088165"
"x936495940894101504","x2972088165"
"x2561867551","x2972088165"
"x2809935537","x2972088165"
"x1608954385","x2972088165"
"x1240282487634493440","x2972088165"
"x841979802357764097","x2972088165"
"x1287359477465972737","x2972088165"
"x1238762772474839042","x2972088165"
"x1311283606862602240","x2972088165"
"x1312012505858924547","x2972088165"
"x1293524558532808706","x2972088165"
"x799972115453714432","x2972088165"
"x1079917203116433408","x2972088165"
"x1094535902267953152","x2972088165"
"x3989854966","x2972088165"
"x4835136977","x2972088165"
"x1237049564298952705","x2972088165"
"x1246468404401311747","x2972088165"
"x829424354295480327","x1114502883398049799"
"x944149411","x2972088165"
"x2194751006","x2972088165"
"x1329695952559616002","x2972088165"
"x1316933450281197568","x2972088165"
"x1233675813989515264","x2972088165"
"x105479456","x2972088165"
"x1000074143667249152","x2972088165"
"x281001495","x2972088165"
"x266494744","x2972088165"
"x823218081858195456","x2972088165"
"x1287472951537926145","x2972088165"
"x1146518694442545154","x1239665968277860352"
"x1273371330","x2972088165"
"x976582663728398337","x2972088165"
"x628614080","x2972088165"
"x1323589932263374849","x2972088165"
"x843625487184400384","x1239665968277860352"
"x572670587","x2972088165"
"x1105714115065139203","x2972088165"
"x412141784","x2972088165"
"x2393338093","x2972088165"
"x1274274681281892352","x2972088165"
"x1272206624111951872","x2972088165"
"x1239665968277860352","x2972088165"
"x1326279646623789058","x2972088165"
"x17400044","x2972088165"
"x2826471500","x2972088165"
"x1076470083193585664","x2972088165"
"x1305965274340958214","x2972088165"
"x1293023581345968129","x2972088165"
"x1327019392429928450","x2972088165"
"x1361377617748844551","x2972088165"
"x385869391","x1239665968277860352"
"x741971146397122560","x2972088165"
"x105745679","x301272907"
"x1353051377631543296","x2972088165"
"x3023830551","x2972088165"
"x1314094581886136324","x2972088165"
"x1318459994300403718","x2972088165"
"x952247125185720320","x2972088165"
"x1368472492990492672","x2972088165"
"x3133154154","x301272907"
"x1327155834472828928","x2972088165"
"x721727634","x2972088165"
"x1249059870013296640","x2972088165"
"x1241374383853142017","x2972088165"
"x953079584","x2972088165"
"x964127155","x2972088165"
"x1242435561215967239","x2972088165"
"x590854559","x2972088165"
"x1300058053186924544","x2972088165"
"x1217094231031980034","x2972088165"
"x2495001084","x2972088165"
"x1368160722077761537","x2972088165"
"x971673331","x2972088165"
"x2524069528","x2972088165"
"x4889894332","x2972088165"
"x1248216947671646213","x2972088165"
"x1357379542256607236","x2972088165"
"x771037774833192960","x2972088165"
"x1263756119849283584","x2972088165"
"x612100173","x2972088165"
"x134569920","x2972088165"
"x602740357","x2972088165"
"x1321321015587315712","x2972088165"
"x1069513844203110400","x2972088165"
"x1244356552204652544","x2972088165"
"x2812776400","x2972088165"
"x1182645159978254342","x2972088165"
"x1244155447290089472","x1239665968277860352"
"x1338454732973756418","x222753685"
"x1322069063703678976","x2972088165"
"x1244155447290089472","x222753685"
"x1317844956803964931","x1239665968277860352"
"x1324082020637704194","x2972088165"
"x1325181034279829504","x2972088165"
"x1680873980","x2972088165"
"x1311966410101395458","x2972088165"
"x2810430363","x2832878397"
"x313761550","x2832878397"
"x1041656908828966912","x2972088165"
"x1159476885585350657","x2832878397"
"x1323557017139687430","x2972088165"
"x473733028","x2832878397"
"x1327585064541106177","x2972088165"
"x1288281788","x2832878397"
"x831411963011948545","x2832878397"
"x1212691569884594179","x2832878397"
"x936876885048377346","x2832878397"
"x563129202","x2832878397"
"x353240095","x2832878397"
"x83310898","x2832878397"
"x3906026714","x2832878397"
"x420454818","x2832878397"
"x853884052981645312","x2832878397"
"x419739788","x2832878397"
"x1300775882","x2832878397"
"x144214150","x2832878397"
"x1069225838","x2832878397"
"x1083117836334190593","x2832878397"
"x1298208941772550149","x2832878397"
"x2854487645","x2832878397"
"x72273119","x2832878397"
"x3164501740","x2832878397"
"x937737835662192641","x2832878397"
"x110528306","x2832878397"
"x2977753126","x2832878397"
"x872683388435648512","x2832878397"
"x459445692","x2832878397"
"x1006530014","x2972088165"
"x556014391","x2832878397"
"x4887757924","x2832878397"
"x2863127473","x2832878397"
"x560449624","x2832878397"
"x80815396","x2832878397"
"x878043721278926849","x2832878397"
"x4897270611","x2832878397"
"x1307274333375680513","x2972088165"
"x1366816310202687489","x2972088165"
"x946800443086266368","x2832878397"
"x3349460189","x2832878397"
"x1211904276378738688","x2832878397"
"x2864632029","x2832878397"
"x1299776593175470082","x2972088165"
"x852538459","x2832878397"
"x1314655547002626048","x2972088165"
"x880767254031470594","x2832878397"
"x831951071673249793","x2832878397"
"x4105504577","x2972088165"
"x1465450662","x2832878397"
"x834885864874475520","x2832878397"
"x819165055996588033","x2832878397"
"x1348601342483439622","x2832878397"
"x843870164131217408","x2832878397"
"x541557919","x2832878397"
"x931465760","x2832878397"
"x46238776","x2972088165"
"x3329110211","x2832878397"
"x4342277722","x2832878397"
"x299859357","x2832878397"
"x985824325184950272","x2832878397"
"x403328789","x1088731747599163392"
"x222429748","x2832878397"
"x1275443336812335104","x222753685"
"x489553058","x2832878397"
"x596322931","x2832878397"
"x2930832199","x2832878397"
"x4696163862","x2972088165"
"x1072031090485968896","x2972088165"
"x498871070","x2832878397"
"x2191065010","x2832878397"
"x863052887349481472","x2832878397"
"x714139099209318401","x2832878397"
"x2887031367","x2832878397"
"x1301890733897650176","x222753685"
"x3052668659","x2832878397"
"x596298542","x2972088165"
"x736414651664224256","x2972088165"
"x909657704087588864","x2972088165"
"x1071005008563449856","x2972088165"
"x498940442","x2972088165"
"x850353246191452160","x2972088165"
"x928195115725787136","x2832878397"
"x1410527701","x2972088165"
"x827151086733635584","x2972088165"
"x1243058651759247361","x2972088165"
"x120024712","x2972088165"
"x1267121558067326977","x2972088165"
"x171104617","x2832878397"
"x767465023023247360","x2972088165"
"x1308700248181821440","x2972088165"
"x1034485597","x2972088165"
"x924367518302638080","x2972088165"
"x832258890398126080","x2832878397"
"x603039158","x2972088165"
"x890494213829296128","x2972088165"
"x493112198","x2832878397"
"x312050805","x2832878397"
"x438215116","x2832878397"
"x811538128213254146","x2832878397"
"x2417165851","x2832878397"
"x1222853072902348800","x2832878397"
"x47706812","x2832878397"
"x1412523324","x2832878397"
"x1259050145037115394","x2832878397"
"x491163021","x2832878397"
"x1237795338058174466","x2832878397"
"x1120802223481606144","x2832878397"
"x46743065","x2972088165"
"x4595202866","x2832878397"
"x1197963859954405377","x2832878397"
"x896729461223247872","x2832878397"
"x2256780101","x2832878397"
"x3391244362","x2972088165"
"x1267104404655820800","x1334997756453265411"
"x33960395","x2832878397"
"x111842654","x2832878397"
"x989517988599664641","x222753685"
"x1134295477825024001","x2972088165"
"x51210498","x1239665968277860352"
"x1560015996","x2832878397"
"x779796878783352832","x2832878397"
"x1093995707743256576","x2972088165"
