"source","target"
"x1242035549445251072","x2369361330"
"x1291305212376944641","x2369361330"
"x2835509626","x2369361330"
"x759514941711867906","x2369361330"
"x979095476","x2369361330"
"x741971146397122560","x2369361330"
"x446288792","x2369361330"
"x3036821003","x2369361330"
"x979095476","x2369361330"
"x759514941711867906","x2369361330"
"x799972115453714432","x2369361330"
"x110806126","x2369361330"
"x1289470504521400320","x2369361330"
"x1325857979732811784","x2369361330"
"x1242035549445251072","x2369361330"
"x631486246","x2369361330"
"x1275443336812335104","x2369361330"
"x1340717486258475008","x2369361330"
"x1079404949488967680","x2369361330"
"x446288792","x1243459911574597632"
"x561992546","x2369361330"
"x1242035549445251072","x1243459911574597632"
"x3218453147","x2369361330"
"x1059168708021706752","x1243459911574597632"
"x1448140824","x2369361330"
"x1311030987577528321","x2369361330"
"x1127958111191478272","x2369361330"
"x3235789245","x2369361330"
"x26730171","x281234364"
"x1166130295","x2369361330"
"x1325857979732811784","x2369361330"
"x1724436392","x2369361330"
"x1311283606862602240","x2369361330"
"x109081372","x2369361330"
"x2772786606","x2369361330"
"x561992546","x2369361330"
"x712324373584224256","x1243459911574597632"
"x1355876922794893313","x2369361330"
"x1310338506720448513","x2369361330"
"x1316735204229369869","x2369361330"
"x1310686683399172096","x2369361330"
"x1344275995088605185","x1243459911574597632"
"x2543322702","x2369361330"
"x1361331002933731333","x1243459911574597632"
"x1264301785038163968","x2369361330"
"x1351894461412990977","x2369361330"
"x811487005","x2369361330"
"x593595136","x2369361330"
"x1272604731643441157","x2369361330"
"x870323648116256768","x2369361330"
"x174326366","x14260960"
"x1340083559273553922","x2369361330"
"x1265759305833295873","x2369361330"
"x1340083559273553922","x2369361330"
"x1265759305833295873","x2369361330"
"x1265759305833295873","x2369361330"
"x1340083559273553922","x2369361330"
"x756913038","x14260960"
"x2151344207","x2369361330"
"x1247847872449708032","x2369361330"
"x1333801820896907265","x2369361330"
"x18039160","x281234364"
"x574613655","x2369361330"
"x1242051710849175554","x1022545069407133699"
"x1275443336812335104","x2369361330"
"x853293912","x2369361330"
"x290762099","x2369361330"
"x757063603","x1243459911574597632"
"x830386031291748354","x2369361330"
"x1338365101653495809","x2369361330"
"x1169877802155302917","x2369361330"
"x1169877802155302917","x2369361330"
"x1561445588","x2369361330"
"x1469748847","x2369361330"
"x1359524183651278853","x78261122"
"x463816262","x1243459911574597632"
"x1311283606862602240","x2369361330"
"x168185358","x14260960"
"x3774606742","x2369361330"
"x1868993652","x2313705762"
"x1325857979732811784","x1243459911574597632"
"x453189737","x2369361330"
"x1247820332590825473","x2369361330"
"x266841366","x2369361330"
"x1247820332590825473","x2369361330"
"x1205119072557502464","x2369361330"
"x3461647115","x2369361330"
"x3461647115","x2369361330"
"x556321908","x2369361330"
"x1265759305833295873","x224605657"
"x896982284","x2313705762"
"x1134857300076875777","x2369361330"
"x3102160720","x2369361330"
"x228464186","x2369361330"
"x102490038","x2369361330"
"x228464186","x2369361330"
"x1373246173","x2369361330"
"x135067450","x2369361330"
"x1007550156282179584","x2369361330"
"x3706017675","x1069609861749620736"
"x801935852091936768","x2369361330"
"x608098515","x2369361330"
"x1259133202511396864","x2369361330"
"x1326979943063056393","x2369361330"
"x1310338506720448513","x2369361330"
"x1166988004252106752","x1364680043876790272"
"x104136175","x2369361330"
"x1327943797238587394","x2369361330"
"x3306646311","x281234364"
"x1242739129407987712","x2369361330"
"x1342405694","x78261122"
"x1270461044004212737","x2369361330"
"x1184244617266585600","x2369361330"
"x1306804212542713857","x2369361330"
"x1366469872616693761","x14260960"
"x322298346","x2369361330"
"x322298346","x2369361330"
"x1316498826618953728","x2369361330"
"x518109913","x1344926283726249989"
"x722002107814060032","x2369361330"
"x961342462974414849","x1218419161"
"x1565400392","x2369361330"
"x467805056","x2369361330"
"x417000528","x2369361330"
"x4919853082","x2369361330"
"x1242965111746236417","x2369361330"
"x462376294","x2369361330"
"x462376294","x2369361330"
"x462376294","x2369361330"
"x1259133202511396864","x1243459911574597632"
"x28570354","x14260960"
"x2752784274","x14260960"
"x283503574","x14260960"
"x120937651","x233682905"
"x1247279518357827592","x1243459911574597632"
"x843269084","x2369361330"
"x1357777073427914757","x14260960"
"x300813373","x2369361330"
"x1270842399347167233","x1207570881209339909"
"x1323186577187721219","x2369361330"
"x109081372","x2369361330"
"x1253196332157845505","x2369361330"
"x2232117081","x2369361330"
"x1108409631334793216","x14260960"
"x4375564935","x2369361330"
"x279190331","x14260960"
"x856614405026590720","x2369361330"
"x859743146804207616","x2369361330"
"x1300321032","x2369361330"
"x1332314374460076034","x222753685"
"x795449514417127424","x281234364"
"x3002330820","x2369361330"
"x1359859744916320258","x2369361330"
"x1255132846261297155","x1281278365341757445"
"x1242866450517409797","x1281278365341757445"
"x1288159707169988609","x1281278365341757445"
"x1258831196479504384","x2369361330"
"x3044753781","x1281278365341757445"
"x1353257159916728320","x2369361330"
"x3192359827","x14260960"
"x248103244","x15836703"
"x953444662404055041","x14260960"
"x1367242454387339269","x14260960"
"x67355952","x2369361330"
"x2545246982","x1243459911574597632"
"x837331497841479680","x2369361330"
"x2281975438","x2369361330"
"x1284975012064223233","x2369361330"
"x197381419","x2369361330"
"x1341790533421838336","x2369361330"
"x86447086","x14260960"
"x812682450614845440","x2369361330"
"x812682450614845440","x2369361330"
"x1167804207124164608","x2369361330"
"x1292973189656727553","x1281278365341757445"
"x1338183389115985920","x14260960"
"x1522570771","x2369361330"
"x1324681480132546562","x2369361330"
"x482699435","x2369361330"
"x1346246146952454151","x804023181195542530"
"x4522379901","x14260960"
"x465344882","x2369361330"
"x1321547058201899019","x1353499473608142849"
"x800886656329019392","x2369361330"
"x217252248","x42015742"
"x950072813221810176","x1218419161"
"x1252556511274024961","x2369361330"
"x974012770059522048","x2369361330"
"x604625208","x2369361330"
"x829500602","x2369361330"
"x2897039831","x2369361330"
"x1293191773410426880","x2717184725"
"x1160594566573121536","x2369361330"
"x1045969214874550272","x2369361330"
"x1333103744922361856","x2369361330"
"x2298525176","x2369361330"
"x3023830551","x2369361330"
"x1134463464150355968","x2369361330"
"x1189461676380315649","x2369361330"
"x1249254661435150336","x2369361330"
"x1150097102787305473","x2369361330"
"x1073768149940609024","x2369361330"
"x1254101998460448769","x2369361330"
"x718068708","x2369361330"
"x718068708","x2369361330"
"x718068708","x2369361330"
"x1227538243714940930","x2369361330"
"x1177986205708902400","x2369361330"
"x1223663384358522880","x2369361330"
"x1355213647937732608","x2369361330"
"x590854559","x2369361330"
"x1336413948430659592","x2369361330"
"x1297200666272727041","x2369361330"
"x1519446270","x2369361330"
"x55890900","x14260960"
"x2976134381","x2369361330"
"x1287200220682620928","x1303355033019445254"
"x1253189155514994689","x1070375327740899333"
"x812612056587321344","x2369361330"
"x1326620601864368130","x2369361330"
"x741190062889697280","x2369361330"
"x320093793","x2369361330"
"x1137817139522473985","x2369361330"
"x1347565761544511490","x2369361330"
"x113937776","x4905023769"
"x293409982","x2369361330"
"x1347565761544511490","x2369361330"
"x1870921284","x2369361330"
"x773459666047303680","x2369361330"
"x83206603","x2369361330"
"x52723326","x2369361330"
"x1272012513471799301","x2369361330"
"x36174699","x2369361330"
"x351433446","x2369361330"
"x121825190","x2369361330"
"x63940544","x2369361330"
"x1357084189288525832","x1129415298732515329"
"x1357084189288525832","x1129415298732515329"
"x924305424404410368","x4905023769"
"x101791942","x1129415298732515329"
"x101791942","x1129415298732515329"
"x3779387008","x4905023769"
"x1291101185647280129","x2369361330"
"x1535052601","x78261122"
"x904349491","x1243459911574597632"
"x1299702478343200768","x2369361330"
"x1059510684931764226","x2369361330"
"x1219925121646891008","x2369361330"
"x787342696478302208","x1129415298732515329"
"x1327521113899937793","x2369361330"
"x1235855008345649152","x2369361330"
"x2335963727","x2369361330"
"x83206603","x1364680043876790272"
"x463077417","x2369361330"
"x1109146822038224897","x2369361330"
"x2209312256","x2369361330"
"x1008293613992804354","x2369361330"
"x224955088","x2369361330"
"x1372946714","x2369361330"
"x1372946714","x2369361330"
"x4359271156","x2369361330"
"x771241998","x2369361330"
"x1247422180113211404","x978533697606561792"
"x1276542605908680704","x2369361330"
"x1372946714","x1243459911574597632"
"x298742420","x4905023769"
"x415071053","x2369361330"
"x868171550","x1218419161"
"x757912439686127620","x4026689099"
"x819312355326783489","x2369361330"
"x757912439686127620","x4026689099"
"x819312355326783489","x2369361330"
"x772199670768689152","x2369361330"
"x792680801183956992","x1129415298732515329"
"x1100675287191339008","x2369361330"
"x399251929","x840190609"
"x607978139","x2369361330"
"x465823678","x2369361330"
"x1322803123006689283","x2369361330"
"x734996891038011392","x2369361330"
"x1311908934790393856","x2369361330"
"x1113741407905300480","x2369361330"
"x1135085522236399616","x2369361330"
"x86540479","x2369361330"
"x1242494997951373312","x2369361330"
"x1040420552","x2369361330"
"x892676204","x2369361330"
"x2963758719","x2369361330"
"x474948526","x2369361330"
"x976478382463635459","x2369361330"
"x1307274333375680513","x2369361330"
"x1351829177226424320","x840190609"
"x1073266514298617858","x2369361330"
"x414191033","x1218419161"
"x574325580","x978533697606561792"
"x1320699884668887042","x2369361330"
"x1320699884668887042","x2369361330"
"x785933987290181632","x2369361330"
"x891219275532443648","x4905023769"
"x834283879670415360","x2369361330"
"x1242866450517409797","x1069609861749620736"
"x1119869257","x1218419161"
"x1138462438045683712","x2369361330"
"x1138462438045683712","x2369361330"
"x1138462438045683712","x2369361330"
"x997798727225151488","x2369361330"
"x1336267182074892288","x2369361330"
"x3989854966","x2369361330"
"x282698702","x2369361330"
"x1138462438045683712","x1129415298732515329"
"x1166030530921619458","x2369361330"
"x4876622799","x2369361330"
"x1330428741659598849","x2369361330"
"x1219925121646891008","x2369361330"
"x1224038534258003969","x2369361330"
"x493149519","x2369361330"
"x1184066251305426945","x960189741034606592"
"x2959948953","x2369361330"
"x3178417511","x2369361330"
"x2236085510","x2369361330"
"x87971538","x2369361330"
"x1230799282082603008","x2369361330"
"x1322277233373908993","x2369361330"
"x1081398378","x2369361330"
"x1219925121646891008","x2369361330"
"x1247227172286345226","x2369361330"
"x1164126290489815041","x2369361330"
"x1024239198440697856","x2369361330"
"x1171423538948890634","x2369361330"
"x1450863132","x1322437080740438017"
"x929804322598281216","x2369361330"
"x803895885650415616","x2369361330"
"x416942485","x2369361330"
"x1240255699000664064","x2369361330"
"x1041185933801021440","x2369361330"
"x1079800583891099648","x1079800583891099648"
"x2622778125","x2369361330"
"x985915857699332096","x2369361330"
"x985915857699332096","x2369361330"
"x1329734896630312965","x78957336"
"x997372625604239360","x78957336"
"x745707823","x78957336"
"x1441471285","x2369361330"
"x4503318695","x1328764309363634179"
"x1141243230","x78957336"
"x958637171115732992","x78957336"
"x3554576537","x2369361330"
"x1138462438045683712","x78957336"
"x1081818770618925056","x78957336"
"x1322239549444116480","x78957336"
"x304968157","x78957336"
"x410886376","x2369361330"
"x1598155362","x4556183129"
"x1289614382922637315","x78957336"
"x1221400794278387712","x2369361330"
"x498126546","x78957336"
"x1198753554539921408","x1218419161"
"x1260306632560566274","x78957336"
"x557185452","x2369361330"
"x1242841869777883139","x78957336"
"x811226678215249920","x2369361330"
"x811226678215249920","x2369361330"
"x1200270705369272320","x78957336"
"x1305155251654320128","x78957336"
"x1322088049594032129","x976775663024787456"
"x885817607827456001","x2369361330"
"x1211021428935389184","x78957336"
"x3131098953","x78957336"
"x1246468404401311747","x2369361330"
"x1015651872558993408","x2369361330"
"x557185452","x2369361330"
"x557185452","x2369361330"
"x1310196192949735425","x2369361330"
"x48713894","x78957336"
"x1343176016064339969","x78957336"
"x1914556004","x14260960"
"x1244155447290089472","x2369361330"
"x1248216947671646213","x78957336"
"x1339515795890704385","x78957336"
"x3422486205","x1069609861749620736"
"x1348613534737969154","x1069609861749620736"
"x1356941679127887872","x2369361330"
"x1344275995088605185","x2369361330"
"x1201527507977146371","x1218419161"
"x1201527507977146371","x14260960"
"x1201527507977146371","x2369361330"
"x265767378","x281234364"
"x1201527507977146371","x2369361330"
"x3001211062","x2369361330"
"x1166432017141161984","x2369361330"
"x1231322930778386432","x2369361330"
"x1268945062932725760","x2369361330"
"x1231322930778386432","x2369361330"
"x1257377724580200448","x2369361330"
"x854390550715392002","x2369361330"
"x2538012960","x78957336"
"x1231322930778386432","x4319652797"
"x194466585","x78957336"
"x1231322930778386432","x4535481335"
"x1252190541674151936","x2369361330"
"x1258831196479504384","x78957336"
"x1294926921403375616","x78957336"
"x1236703910204760064","x2369361330"
"x254116862","x802335968"
"x819329291389431808","x802335968"
"x204029690","x802335968"
"x3182592675","x802335968"
"x576573131","x802335968"
"x347125352","x802335968"
"x45531488","x802335968"
"x1589075833","x78957336"
"x2369361330","x2369361330"
"x2369361330","x2369361330"
"x1329734896630312965","x2369361330"
"x1313782758490230786","x2369361330"
"x1313782758490230786","x2369361330"
"x1283045811786522626","x2369361330"
"x2661562889","x2369361330"
"x98595881","x2369361330"
"x1305718293886644224","x2369361330"
"x98595881","x2369361330"
"x1129682624199503872","x2369361330"
"x851019624565092352","x2369361330"
"x105767049","x4905023769"
"x1011682418","x2369361330"
"x1307274333375680513","x2369361330"
"x1327943797238587394","x2369361330"
"x954520359042199553","x281234364"
"x1092886006498512897","x1243459911574597632"
"x2330701418","x2369361330"
"x1247549795994161153","x2369361330"
"x958637171115732992","x2369361330"
"x1249700179177078784","x2369361330"
"x1101948797838594049","x2369361330"
"x958637171115732992","x2369361330"
"x757063603","x78957336"
"x870698591450353664","x1069609861749620736"
"x1250201077858873344","x78957336"
"x1240621274717736960","x2369361330"
"x1362084481","x2369361330"
"x1178665072274628608","x78957336"
"x1240621274717736960","x2369361330"
"x984478932094345217","x2369361330"
"x1259133202511396864","x2369361330"
"x1361452650504552451","x14260960"
"x1481817216","x2369361330"
"x1355476599571931142","x78957336"
"x1481817216","x2369361330"
"x1355476599571931142","x2369361330"
"x1330428741659598849","x78957336"
"x2674688175","x826204568463798273"
"x376840220","x2369361330"
"x376840220","x2369361330"
"x779250645392039936","x2369361330"
"x836205606532960256","x2369361330"
"x166072479","x78957336"
"x1314009169599627266","x2369361330"
"x837281622697394176","x2369361330"
"x1248623765920960512","x2369361330"
"x18379358","x2369361330"
"x1456651610","x840190609"
"x817668560","x2369361330"
"x1308476590158999552","x1310326452315918337"
"x2440599747","x2369361330"
"x1347383556","x1227207853"
"x1345054962783547393","x2369361330"
"x498126546","x2369361330"
"x424623499","x1227207853"
"x1281752250436726787","x2369361330"
"x1874943188","x2369361330"
"x499699049","x1243459911574597632"
"x756093129049182208","x1243459911574597632"
"x1642124804","x78957336"
"x224605657","x224605657"
"x224605657","x224605657"
"x1267121558067326977","x78957336"
"x1313165801990610944","x130088630"
"x1876619996","x78957336"
"x1868993652","x130088630"
"x1212375161141264385","x224605657"
"x4052313133","x14260960"
"x849174108462084097","x4905023769"
"x902806858255257600","x802335968"
"x561037462","x1218419161"
"x856796338402586625","x224605657"
"x2928038890","x2369361330"
"x3645159922","x224605657"
"x4905023769","x4905023769"
"x1343857584118358017","x1348837604133888003"
"x969792704","x1227207853"
"x2829446491","x4905023769"
"x1368135489644068868","x2369361330"
"x801080136539996164","x2960358431"
"x1072977078679756802","x1351475267458523136"
"x1366309671347363840","x14260960"
"x1439297204","x78957336"
"x1105714115065139203","x78957336"
"x1217043228","x840190609"
"x926433952734130176","x14260960"
"x1253944197167697922","x78957336"
"x1048338708","x2369361330"
"x891710670856753152","x1360202667591614464"
"x1048338708","x2369361330"
"x1048338708","x2369361330"
"x1067729283131613186","x2369361330"
"x1236282472670924800","x2369361330"
"x2332430527","x2369361330"
"x2332430527","x2369361330"
"x881801352380338176","x78957336"
"x1260558824576028674","x78957336"
"x1067138852538720262","x304968157"
"x2369361330","x2369361330"
"x65312803","x14260960"
"x856614405026590720","x1243459911574597632"
"x461247501","x1310318851951910913"
"x1318901318665293826","x2369361330"
"x835917127223762946","x1360202667591614464"
"x126380887","x2369361330"
"x126380887","x2369361330"
"x495157827","x2369361330"
"x1279508118230220806","x2369361330"
"x4873923539","x2369361330"
"x1100521572547395584","x2369361330"
"x1313782758490230786","x2369361330"
"x887001952936177664","x78957336"
"x3138902536","x2369361330"
"x87667995","x2369361330"
"x1074411735065481216","x14260960"
"x1832712782","x2369361330"
"x1674275502","x2369361330"
"x1361377617748844551","x2369361330"
"x996725486427561991","x2369361330"
"x2869546858","x224605657"
"x3982645276","x2369361330"
"x1394756154","x2369361330"
"x32941812","x1360202667591614464"
"x497732912","x2369361330"
"x1259133202511396864","x2369361330"
"x250209480","x2369361330"
"x250209480","x2369361330"
"x101817931","x78957336"
"x1343240070564872192","x78957336"
"x1224140738","x2369361330"
"x106707651","x782321736045981697"
"x22493765","x1360202667591614464"
"x1222853072902348800","x1360202667591614464"
"x800457506203963392","x2369361330"
"x897795911832801280","x2369361330"
"x946274756","x2369361330"
"x1281696557772021761","x782321736045981697"
"x1303331183254740993","x2369361330"
"x802111646","x2369361330"
"x300832238","x1360202667591614464"
"x122645937","x2369361330"
"x3295650947","x1360202667591614464"
"x1347230967782658055","x1218419161"
"x946414196832563202","x1360202667591614464"
"x2479089538","x1218419161"
"x1945028706","x224605657"
"x1945028706","x224605657"
"x3077629085","x78957336"
"x414191033","x1360202667591614464"
"x1328379347602911233","x2369361330"
"x1160947417","x2369361330"
"x1362999062111399941","x2369361330"
"x1220792905549434880","x1360202667591614464"
"x2301261806","x78957336"
"x566585145","x78957336"
"x817868107","x2369361330"
"x403584420","x1360202667591614464"
"x868788270","x2369361330"
"x1306804212542713857","x2369361330"
"x250749599","x2369361330"
"x1277668258582278144","x2369361330"
"x1149043236884889605","x1149043236884889605"
"x405865857","x782321736045981697"
"x1243849940624867328","x2369361330"
"x204820121","x78957336"
"x2834036535","x1200427543561723904"
"x2857945699","x4535481335"
"x83206603","x2369361330"
"x83206603","x2369361330"
"x817868107","x2369361330"
"x1246074194388910087","x2369361330"
"x1160855989740064769","x2369361330"
"x499699049","x782321736045981697"
"x1345381120234434561","x2369361330"
"x2909441285","x1243459911574597632"
"x1299116025808670720","x2369361330"
"x1264914853854052352","x2369361330"
"x768458340267618305","x2369361330"
"x28328101","x782321736045981697"
"x111361937","x1310318851951910913"
"x580939657","x78957336"
"x1272217799771987970","x224605657"
"x891384326935511041","x1360202667591614464"
"x3053786963","x224605657"
"x2899279799","x2369361330"
"x1337168183178956800","x224605657"
"x777162506200576004","x1307344418018598913"
"x1410527701","x224605657"
"x1083303341239734272","x224605657"
"x1365243289121734658","x782321736045981697"
"x983650072012435457","x2369361330"
"x1061194498892619776","x2369361330"
"x1349021853906591745","x2369361330"
"x870237689173471232","x940588684558073856"
"x870237689173471232","x2369361330"
"x204284437","x14260960"
"x120607720","x2369361330"
"x105143605","x2369361330"
"x1311030987577528321","x224605657"
"x1357084189288525832","x2369361330"
"x2576723533","x2369361330"
"x1311030987577528321","x224605657"
"x107947128","x78957336"
"x111381605","x2369361330"
"x1145634213233942528","x224605657"
"x1117013460116754432","x782321736045981697"
"x2976130660","x706748719"
"x1094535902267953152","x224605657"
"x1248263490864918530","x1243459911574597632"
"x1248263490864918530","x2369361330"
"x902255009814982656","x2369361330"
"x4185150905","x706748719"
"x1208860082244595712","x706748719"
"x4250824643","x2369361330"
"x4538696176","x4556183129"
"x1329407659498496002","x2369361330"
"x1264909878356774916","x2369361330"
"x1334148075552727040","x2369361330"
"x38415041","x78957336"
"x960639106161274881","x706748719"
"x114798804","x2369361330"
"x1018627994468999169","x4556183129"
"x1330881781","x706748719"
"x1235231702890532870","x224605657"
"x1231322930778386432","x224605657"
"x1058787548015804417","x224605657"
"x1277668258582278144","x2369361330"
"x326610897","x2369361330"
"x1248263490864918530","x2369361330"
"x2704313445","x1360202667591614464"
"x1394756154","x224605657"
"x1355476599571931142","x224605657"
"x1233568627229708288","x224605657"
"x1394756154","x224605657"
"x1313216067997663237","x706748719"
"x29510241","x782321736045981697"
"x1578185562","x1360202667591614464"
"x820586648119414785","x782321736045981697"
"x4735647376","x2369361330"
"x863697976639844352","x706748719"
"x1336407228547526658","x224605657"
"x805416976399159296","x2369361330"
"x1353366382491131904","x78957336"
"x4149561564","x2369361330"
"x2942590941","x1227207853"
"x1260636735890952194","x2369361330"
"x1217094231031980034","x78957336"
"x1259530184606302209","x14260960"
"x1311283606862602240","x224605657"
"x858712917683961858","x224605657"
"x852186450175156225","x2369361330"
"x1251919659965845505","x2369361330"
"x272927022","x2369361330"
"x254116862","x802335968"
"x2453161663","x802335968"
"x204029690","x802335968"
"x576573131","x802335968"
"x3182592675","x802335968"
"x819329291389431808","x802335968"
"x1171408220","x224605657"
"x1248263490864918530","x224605657"
"x1256276191591501827","x224605657"
"x475698298","x2369361330"
"x1219925121646891008","x224605657"
"x2806133355","x2369361330"
"x2806133355","x2369361330"
"x2806133355","x2369361330"
"x493795622","x1360202667591614464"
"x1346618752134164481","x14260960"
"x1237851652029157382","x1360202667591614464"
"x738149916120211457","x2369361330"
"x1241038884257042433","x2369361330"
"x1044701518060957696","x14260960"
"x887689333","x43334998"
"x921659395","x2369361330"
"x937032125844475904","x43334998"
"x46967893","x43334998"
"x1083122974587342848","x782321736045981697"
"x3082812696","x1360202667591614464"
"x3299469609","x43334998"
"x289469694","x43334998"
"x636597481","x43334998"
"x1318251523751772162","x224605657"
"x1237751043745873921","x43334998"
"x14517394","x43334998"
"x782321736045981697","x782321736045981697"
"x2809935537","x78957336"
"x497020117","x2369361330"
"x497020117","x2369361330"
"x1348803690191351811","x43334998"
"x485164901","x782321736045981697"
"x138057893","x43334998"
"x1313031410354184193","x2369361330"
"x429876308","x2369361330"
"x1356645163","x2369361330"
"x130638904","x782321736045981697"
"x1309164690333892613","x2369361330"
"x347340207","x43334998"
"x427607370","x2369361330"
"x1217094231031980034","x2369361330"
"x1217094231031980034","x2369361330"
"x1217094231031980034","x2369361330"
"x1279800987247673344","x2369361330"
"x1327747695667261441","x2369361330"
"x1183628382","x43334998"
"x757767660","x2369361330"
"x1183768796","x1360202667591614464"
"x1248240624844840966","x1069609861749620736"
"x335804707","x2369361330"
"x160319720","x1360202667591614464"
"x358749677","x2369361330"
"x1053526538","x2369361330"
"x2445412778","x1360202667591614464"
"x1200056929587994624","x2369361330"
"x1200056929587994624","x2369361330"
"x1200056929587994624","x2369361330"
"x1296226589290659840","x2369361330"
"x1331737311198011398","x2369361330"
"x1362436392","x43334998"
"x142431656","x2369361330"
"x1254140934444519425","x2369361330"
"x1255496932463648770","x43334998"
"x204284437","x43334998"
"x1171408220","x112789730"
"x2787849238","x2369361330"
"x1301965977631035392","x2369361330"
"x2806133355","x112789730"
"x374402411","x2369361330"
"x829640174795636737","x2369361330"
"x1180617572569489410","x1244975086102331403"
"x1431349909","x2369361330"
"x801092204","x2369361330"
"x1001136593036554240","x1070375327740899333"
"x777162506200576004","x1307344418018598913"
"x455627643","x127659284"
"x855353425252450304","x224605657"
"x234935320","x127659284"
"x2600370096","x1227207853"
"x797876456164573188","x1227207853"
"x1124042489604734976","x2369361330"
"x1307788463572475904","x2369361330"
"x3010275669","x43334998"
"x2867234547","x1227207853"
"x286579691","x2369361330"
"x1110561083008450565","x2369361330"
"x1285190860615942144","x2369361330"
"x472249581","x78957336"
"x1214915016","x2369361330"
"x472249581","x2369361330"
"x1448140824","x2369361330"
"x933033649938853894","x2369361330"
"x4104255916","x2369361330"
"x1157073098","x2369361330"
"x557756984","x2369361330"
"x17893958","x1360202667591614464"
"x832033056","x2369361330"
"x4759144505","x2369361330"
"x161491663","x2369361330"
"x2458524458","x2369361330"
"x391920857","x2369361330"
"x3390107080","x2369361330"
"x341232103","x4556183129"
"x698209631970045954","x2369361330"
"x931088877745508355","x2369361330"
"x1184244617266585600","x224605657"
"x1324092409911873549","x2369361330"
"x237042349","x224605657"
"x1250201077858873344","x2369361330"
"x129227323","x224605657"
"x1297464842287226880","x2369361330"
"x1297464842287226880","x2369361330"
"x2389778093","x43334998"
"x454211922","x43334998"
"x1256276191591501827","x112789730"
"x1153897278777823232","x2369361330"
"x1179743581252308992","x2369361330"
"x483085387","x2369361330"
"x3000945173","x840190609"
"x1248263490864918530","x2369361330"
"x712324373584224256","x2369361330"
"x299514100","x2369361330"
"x1200056929587994624","x840190609"
"x3118851649","x2369361330"
"x1240255699000664064","x716594982006693889"
"x1200056929587994624","x840190609"
"x1438400192","x2369361330"
"x391920857","x2369361330"
"x2830308056","x706748719"
"x1080087741839351808","x2369361330"
"x881602490386583552","x2369361330"
"x1065997040935755776","x1281278365341757445"
"x1313895692096733190","x1281278365341757445"
"x261944831","x1281278365341757445"
"x782321736045981697","x782321736045981697"
"x311806721","x2369361330"
"x1356423249597464578","x1281278365341757445"
"x2897039831","x2369361330"
"x1244106526345715712","x2369361330"
"x390285031","x2369361330"
"x971798191602577408","x2369361330"
"x1247652411528937478","x1281278365341757445"
"x390779693","x1281278365341757445"
"x1243955827729457155","x224605657"
"x228464186","x2369361330"
"x1005862732522979328","x1281278365341757445"
"x2720491318","x782321736045981697"
"x585554400","x78957336"
"x1346104482","x763316738"
"x1261128083068694531","x2369361330"
"x965098255272030208","x1281278365341757445"
"x416918004","x2369361330"
"x956066916401143809","x2369361330"
"x1300093921951973378","x1281278365341757445"
"x554485198","x716594982006693889"
"x403939008","x716594982006693889"
"x630152241","x716594982006693889"
"x552745288","x716594982006693889"
"x1300321032","x2369361330"
"x1368306934525423619","x996351646379724800"
"x824722498231083012","x716594982006693889"
"x1081967619673128961","x2369361330"
"x1687765417","x2874068475"
"x983281712","x1360202667591614464"
"x1440764246","x1360202667591614464"
"x125084840","x716594982006693889"
"x219355885","x716594982006693889"
"x1146341459500646400","x224605657"
"x1334123473950683138","x78957336"
"x817868107","x716594982006693889"
"x833627253531693058","x1281278365341757445"
"x924257887567929344","x1241069201781141505"
"x259663781","x2369361330"
"x924257887567929344","x716594982006693889"
"x259663781","x2369361330"
"x259663781","x2369361330"
"x1264909878356774916","x2369361330"
"x1276786586554904586","x1281278365341757445"
"x1067612988","x716594982006693889"
"x718068708","x2889577162"
"x880742854087368705","x716594982006693889"
"x886191805603221504","x2369361330"
"x1310478812052951042","x2369361330"
"x846755181232558082","x716594982006693889"
"x1311967900618625025","x2369361330"
"x886308360638926849","x716594982006693889"
"x1066417897592012801","x716594982006693889"
"x1325181034279829504","x2369361330"
"x2230459345","x716594982006693889"
"x712900248822235136","x716594982006693889"
"x1353257159916728320","x716594982006693889"
"x1317844956803964931","x716594982006693889"
"x731468436","x1360202667591614464"
"x309000364","x716594982006693889"
"x1211468465954906112","x1281278365341757445"
"x1292501606","x716594982006693889"
"x616931875","x716594982006693889"
"x2919727732","x716594982006693889"
"x1100521572547395584","x2369361330"
"x1033804470872928259","x716594982006693889"
"x1490933654","x1360202667591614464"
"x1274297266967281664","x2369361330"
"x1239300648035901440","x716594982006693889"
"x2973592155","x2369361330"
"x1368470558791196672","x14260960"
"x854153089","x716594982006693889"
"x1350367235060207619","x716594982006693889"
"x1351829177226424320","x2369361330"
"x224255455","x46832902"
"x3239357487","x716594982006693889"
"x2963758719","x716594982006693889"
"x1171929200","x1281278365341757445"
"x4105504577","x716594982006693889"
"x1360251634698383360","x716594982006693889"
"x1215026590297608192","x2369361330"
"x4105504577","x706748719"
"x2464135300","x716594982006693889"
"x1353257159916728320","x706748719"
"x1069886912050184192","x2369361330"
"x1237049564298952705","x716594982006693889"
"x224605657","x224605657"
"x1233100374900461570","x716594982006693889"
"x1233100374900461570","x706748719"
"x169018939","x716594982006693889"
"x2327546882","x716594982006693889"
"x567125574","x716594982006693889"
"x403328789","x78957336"
"x1228210045","x224605657"
"x756571530050568192","x2369361330"
"x836945639674155008","x46832902"
"x48761781","x2369361330"
"x1153285236404432898","x716594982006693889"
"x1201226654980419584","x716594982006693889"
