"id","label","location","sentiment_score","followers_count"
"x1293573645147738112","PaulBrigitte6",,3,67
"x39211336","Nadynealdebaran",,3,67
"x315167268","AuboisLachampa",,3,68
"x1076252981782343680","PL_DAG",,6,69
"x1293775474569744384","OilLavoie",,3,69
"x384499482","LRigole",,3,69
"x1226986736","DaCinal",,6,72
"x1226940448331173890","Rotwinn1",,3,73
"x544693419","azertyqsdfgh4",,3,73
"x79808081","mlm7486",,3,73
"x45796528","Lnmari",,3,73
"x1213023379","QartonRouge",,3,74
"x991788461509218305","fenomeno4285",,6,100
"x3072000343","guida_jacques",,3,77
"x1273645999207133184","NielsKopa",,6,77
"x784456902","Pt1969Pt",,3,78
"x36793606","pedro_cristian",,3,79
"x1128650562105376768","mathieujeanmic4",,3,79
"x1266320656767074304","HelvicamP",,3,82
"x896098298007883776","dr646464",,3,84
"x996351646379724800","VALERIE52980863",,3,88
"x3300928601","T2Rossin",,3,89
"x2575894828","Stefmoulin64",,3,90
"x1203213728","de_Bevec",,6,90
"x1164090849443155968","Dana_Scullyy_",,3,90
"x269227781","jfmam02",,3,91
"x1275121464279273474","delansac",,3,91
"x944793783383855104","LudoGamovore",,3,94
"x705020989546110976","samirmkadmi",,3,95
"x3373733957","LouisSalvi",,3,95
"x1077973285","sissonpetrovic",,3,96
"x1325096459746807812","Patrick43360346",,6,96
"x2164744617","mlcabsv",,3,97
"x1302209661786095616","LapierreGilles4",,3,97
"x431720535","magagne01",,3,97
"x1326651775559081984","IgorValmont",,3,98
"x1318060811890327552","JusteSaintLoui1",,6,100
"x4228348829","Jonat2Luciano",,3,101
"x1082957565271658496","kostlannova",,3,102
"x1285174666580066305","Eureca02432160",,3,103
"x1213607051093348358","Michael37823933",,3,104
"x1335143056572608512","djonsonali69",,3,105
"x259238701","daryl888",,3,106
"x1077339078843121664","GoncalvesValen3",,3,107
"x591740791","juliettelgr",,3,107
"x1293074333435297792","flydusud",,3,110
"x1158071936955682817","seneque541",,3,110
"x1329886815545925633","klorokine",,3,111
"x1343872410064453633","VallejoValkiria",,3,111
"x1209179003925479426","GalletNicole2",,3,112
"x1033675885373796352","SylPol38",,9,112
"x925827007434371072","BobSebago",,3,118
"x1206201009615319040","BrefDisait",,3,120
"x754987056091238400","strolladBZH",,3,120
"x3018270262","lynshmob",,3,122
"x1264842230503821312","VirginieColomb1",,3,123
"x998871246556352512","Vincenz46207805",,3,125
"x1343242623901958144","SorayaTebb",,3,125
"x1166730286475988992","RochaCotta",,9,141
"x3239123099","titine_traineto",,3,129
"x726410667700281344","gudiule",,3,132
"x1306170617369165824","MlissaDame1",,3,134
"x1584161095","germain_franck",,3,135
"x139122404","wambaoumar",,3,136
"x936397851164278786","rodut543",,3,136
"x417000528","LucidAsTheSky",,3,139
"x419765074","calypsODF",,3,139
"x2946162522","DJAM0901",,3,140
"x1318534093123059712","albertTigre2",,6,160
"x702747240528486404","KhalafEsfand",,6,147
"x1355814909276278785","stopalinvasion",,3,141
"x1311836601010577408","YoogieW",,3,142
"x1264807615978180609","superVroO",,3,142
"x1321563724021407744","TholosJ",,3,143
"x975059458756923394","GuigoDalphinus",,3,144
"x1293638870991609856","Phrones71630676",,3,150
"x353691678","Plozyv",,3,151
"x728390122593361923","El_Justicierooo",,3,151
"x750914949619253248","GiboinD",,3,154
"x1224731835500023809","AnotherGenro",,3,154
"x99937585","voks45",,6,156
"x2335039507","CanyonLegrand",,6,159
"x2450246310","superruser",,3,159
"x782216812750659584","BascheraCat",,3,160
"x989517988599664641","GinoSars",,9,263
"x850017074126761984","cabas_edith",,3,167
"x824223125764276225","alice1993xd",,3,171
"x70957814","Redkiraz",,3,174
"x1492938228","EvidenceStudio",,3,175
"x2275893278","EntycaMebaso",,3,176
"x1288382461416804356","Vilway75",,6,177
"x176168264","Whiskey2ooo",,3,177
"x1099925907450593280","AlinsGhislaine",,3,178
"x1326380565654855683","Choosan_Davide",,3,178
"x1273308032282374149","0Informations",,6,184
"x889830333897744384","PirrottinaM",,3,180
"x327435324","QuentinChaine",,3,188
"x368520016","Magicpat2",,3,194
"x1233052399142604800","NoTruffe",,3,194
"x1958978647","JansonLaure1",,3,198
"x929536213","Talbarra",,3,202
"x1355108446891335681","TessierCarolin8",,3,204
"x1517466026","toujamai",,3,207
"x2600495323","JoJom124",,3,208
"x1207145942","yserdna",,6,209
"x1344926283726249989","PrLantern",,3,209
"x1088487801774059522","AR1info",,9,213
"x1335905508327350272","Sh4dowForever",,3,215
"x395544618","DenisBrunet",,3,219
"x63072215","pierreludovic",,3,219
"x1283864922896703489","sliman04546556",,6,220
"x3400892175","LLegendreParis",,6,238
"x1317147264276746241","FPlaie",,3,221
"x747175914950246400","archazh",,3,227
"x1249352606356570114","MBaihel",,3,230
"x3863642608","FaustinKowalski",,3,236
"x897059285028532224","philo34france",,3,238
"x550998379","DSauvebois",,3,243
"x1069669716250320899","cryptococcose",,6,245
"x1206618084183879682","bernard_lamothe",,3,247
"x1439297204","JundMaximusdm",,3,254
"x1334118919381118980","MichelDupond17",,3,258
"x248817270","achilledamu",,3,262
"x3434354116","TanguySoyer",,3,263
"x1239131936767070210","tf1_lci",,3,263
"x1218560108365516800","bettynutely",,6,284
"x1377367141","AGhiglia",,3,267
"x2535825569","Jbretonarielle",,9,301
"x836951485082632192","JeanDBoucher",,3,271
"x232669408","bougis94",,3,275
"x3370422910","MarieMarilou_",,3,276
"x1268219277674516489","Nova45197318",,3,278
"x2956793469","ooopscitizen",,3,280
"x2631289139","sauvenasque",,3,283
"x1252120965972099075","DemerMarcel",,3,285
"x2773652170","entropouic",,3,287
"x1118240237665312768","Christo36292542",,6,309
"x841185199643865092","Perrigaud9",,6,291
"x840635809376145409","alpinetomorrows",,3,294
"x1337168931899969541","Daniel37857382",,3,294
"x1418737256","JfcroteauJF",,3,297
"x1178802739402432517","DeMolay82619496",,3,298
"x2627734195","Laysedd",,3,298
"x547998994","LiliQUEST1",,3,300
"x4850063765","SchillerWalther",,3,303
"x4468618769","SylvieP13",,3,304
"x2682509640","DeBommeler",,3,310
"x555907333","christel_cricri",,3,311
"x3852832829","Tanguy_Papon",,3,317
"x1231652311317000192","noodles54301007",,3,319
"x846655261","SimardVezo70",,3,323
"x1072983464071307266","Contextualite",,3,325
"x1243464032704749569","teletext_ch_fr",,3,327
"x559389790","pemphredophorcy",,3,339
"x2677366932","lecridespeuples",,3,339
"x801117072835088384","adbrd74",,3,347
"x204298658","kinste23",,3,351
"x772859592","AlainForget3",,3,352
"x156383582","doc_thib",,3,352
"x133244449","BFCPLUTO",,3,356
"x1256750110983229445","ngl_dnt",,3,357
"x830672899","assneuroquebec",,3,360
"x1064629469200216065","EMessolo",,3,363
"x295790737","hiJack2011",,3,365
"x1318593325298044931","ActuFinanceCH",,3,368
"x1250859970415013889","MarioLebon7",,3,376
"x1071183943226019840","Manue41380927",,3,379
"x956184275925241856","jaimylepaquet",,3,385
"x256983605","ericjhc",,3,385
"x747464544","rstjac1032",,3,386
"x1267140307591798784","MartineTeuhc",,3,391
"x2474264394","parismuenchen",,3,397
"x942053748406456320","TartareTom",,3,402
"x1278655011325726720","PoulinierT",,6,403
"x1298533745004339200","Lartiguejulien5",,3,406
"x954384211422609408","Bilylaclic1",,6,408
"x803194814183440384","Bernsling",,3,407
"x1305502291441733633","BeeDigital5",,3,409
"x1307344418018598913","CdricG8",,3,413
"x872042858425049089","lotfitovic",,3,417
"x757536325","fanzioetbibi",,3,425
"x1220337341098754055","Hellsing4L",,3,433
"x1318216751772028931","covid_ch",,3,433
"x933308169622900737","EricSartori3",,3,436
"x1201517675224223747","VasseurRaymond",,3,442
"x495049166","GrandjeanBenoit",,3,454
"x1844496618","AgnesJ35",,3,457
"x972002182131142658","belette_rouge",,3,458
"x1600461536","sylvia_sc75",,6,466
"x1467917642","Jsp_77184",,3,460
"x1344423181","arpitane",,3,461
"x313175529","LouisaBENZAID",,3,464
"x4894819941","bwieden13",,3,465
"x813136916916957185","eustache_luigy",,3,473
"x1260451087447883776","SeppiWackes",,3,474
"x2732079596","GerardScaillet",,3,477
"x572670316","JulienResistant",,3,483
"x933374822486302720","JosephLemire198",,3,489
"x771157675694579713","NvxCompteAno",,3,496
"x905809471947071488","ceresminerve",,3,500
"x860566741214261248","bulles_savon",,3,513
"x299938723","pascaldecahors",,3,522
"x1094225832250355714","LorrainRuth",,3,526
"x961159933","LucValthis",,3,544
"x1179338109609299972","Owsool",,3,557
"x1072228659430375424","CuendetV",,6,559
"x147283300","Kemiour",,3,569
"x1082320862068514816","MeierMichl",,6,570
"x1246456705774469120","CoroInfos",,6,583
"x1243265978345164801","Mahon69072212",,3,588
"x1327546380144041988","kristofette",,3,628
"x1146214162286227456","Strange93208618",,3,636
"x145336551","BENTAZA",,6,638
"x1237488576318840834","Sibir05132651",,6,649
"x1250871007964995585","Mulatto_mena",,3,641
"x309313564","KleinMaxime",,3,650
"x478259683","OuelletGo",,3,663
"x1170770038208565248","AnnieKoutrakis",,3,668
"x3163319032","fouquiertinvill",,3,673
"x146009753","rgerland",,3,682
"x367916454","p_duval",,6,686
"x1336622262326341632","EllaMar02506356",,3,688
"x118449350","infernale95",,6,700
"x1274020014706827264","Citoyen91157037",,3,737
"x496865950","jfgleizal",,3,744
"x4835935229","bajllargeon",,3,747
"x1155055685572468736","AcuarioVXI",,3,748
"x713629382712160256","NLbr1",,3,752
"x850769898561253377","AllianceDroite",,3,777
"x1211563027759161345","AlainSpa",,3,779
"x842053103780278272","maeleamanche",,6,782
"x1253691918413787137","FiatVoluntasT10",,6,793
"x4872865042","FCMetzFans",,3,793
"x2766245447","librepenseure",,3,796
"x450433618","abalus8",,3,808
"x3049097903","MouvCommuniste1",,3,809
"x1292383922949632000","ADNFrance22",,3,810
"x2472742862","chmurf",,3,859
"x1362676237","wewantsarko",,3,893
"x1325819992122732544","PViolot",,3,906
"x3016651209","eridan626",,3,917
"x1022992746804588544","petersimmons100",,3,933
"x3415101377","McLovin7844",,6,959
"x119871529","Contactdu13",,3,981
"x363287105","MalouBlandini",,3,995
"x953434808625127427","mjfderaedt1",,3,1000
"x339010161","Fab_Abj",,3,1026
"x1242892206769426433","MhklMyl",,6,1060
"x1036586194132525058","Syracuse213",,3,1069
"x3008139003","fredericmajau",,3,1083
"x309746129","candideblomme",,3,1092
"x143078506","SteveNadjar",,3,1157
"x122610940","DrMaryBzh",,3,1168
"x958671995767541760","profdhistgeo",,3,1238
"x1248623765920960512","LucileFievet",,3,1275
"x1326928575916879880","Jackal36265340",,3,1301
"x856401079151591425","gelin17292210",,3,1322
"x1267121558067326977","Dover63A",,3,1326
"x4842279509","Azulbleue",,3,1384
"x1037674513020923904","RRetraite",,6,1461
"x1206533161","FlLgar",,3,1392
"x430630320","_AnthoNoir_",,3,1397
"x1278889999","sardine94",,3,1424
"x1170664532076720128","nouvelles2025",,9,1765
"x398619759","ramina63",,3,1515
"x1255908980523745281","rifain_nouvelle",,3,1522
"x147192304","PiotrSzut",,3,1549
"x871315849306673152","CharlottedeFr",,3,1593
"x1096067282","DocteurBobo",,3,1610
"x1201078998828232705","TradingPassion",,3,1697
"x3833295322","mariececileker1",,3,1702
"x1381367533","Enfantdabord2",,3,1726
"x1154825095598301184","BirdingBrussels",,3,1764
"x62869725","cfhinor",,3,1801
"x2815008193","Titiart1",,3,1926
"x552803622","algeriades",,3,1979
"x1281278365341757445","ComploTisss",,6,1979
"x91744186","desinfos",,3,1980
"x601548216","jcrisantoas",,3,1987
"x1344042734387154945","lephenix555",,3,1997
"x810452789621035008","Pale_rider796",,3,1999
"x1241069201781141505","NoAlternative20",,3,2046
"x48728669","velleda35",,3,2048
"x1333318970217172993","dreslincourt",,3,2078
"x1210346707","diane_audy",,3,2101
"x1640054216","Revolte_Fiscale",,3,2156
"x1052273048567537664","videotouit1",,3,2333
"x385390576","BertilleBayart",,3,2403
"x2297498953","syndrael1",,3,2560
"x132139251","Benoitjack",,3,2671
"x4368989483","KineMeuh",,6,2691
"x579211345","ICH8412",,3,2747
"x1251699848","PaulMaxit",,3,2754
"x493425739","natechonchon",,3,2760
"x3346894551","philppechopin",,3,2908
"x4322438135","DOMINIQUEJAMAIS",,3,3084
"x154138815","janfygautier",,6,3113
"x212169372","EchosEntreprise",,3,3094
"x605249947","Max__lib",,6,3379
"x1239667542144229376","ADuferret",,3,3601
"x708216174505500672","madicke4nd",,3,3673
"x825708230710005760","Foxalfa91",,3,3736
"x870698591450353664","DianeDelavallee",,3,3969
"x336196798","NinaBergamote",,3,4191
"x1179488107","Erwan_Lecomte",,6,4229
"x2188304664","GARCIAJacqueli2",,3,4269
"x1323747268013527041","NicolasPichot6",,3,4552
"x1116352362","Linternee",,3,4563
"x721854662","ionpapy",,3,4655
"x829606920281534464","chireillevlm",,3,4721
"x702814881423212544","dc_morel",,3,4776
"x393392651","laetitiakrupa",,3,5214
"x3374470083","MauvaisCoton",,3,5216
"x1333713652969598976","LeMediaEn442",,6,7175
"x1307158239595974656","gDesFaits",,3,5737
"x17632091","davidrieff",,3,6105
"x2912677426","ALERTES_INFO",,3,6261
"x155629337","CTrivalle",,3,6310
"x636045310","kyia004",,3,6377
"x3762539963","RTLPolitique",,3,6515
"x3104470654","vieuxaidara",,3,6775
"x1311715074965483520","annonces_covid",,3,7075
"x3911929295","DrGroquik",,3,7397
"x299018689","Nniina_",,3,8250
"x2449906448","LeParisien_Eco",,3,8577
"x2874068475","la_chouet",,3,8833
"x1144151008890773505","Steve_Tiger1",,3,9514
"x121483077","RadioScoopInfos",,3,10086
"x560265542","diogene2607",,3,10602
"x1200427543561723904","GeneviveCaron18",,3,12587
"x1336381549374267393","ScienceUpFirst",,3,12976
"x604704562","bonsoirmichel",,9,13236
"x731303736","Marguerite_CAQ",,3,13508
"x79131899","DrGomi",,3,17718
"x457424748","a2linefrancois",,3,21058
"x4339979902","HugoDecrypte",,3,21215
"x782667979741814784","Sime0nStylites",,3,25859
"x14514457","Ecolo",,3,28513
"x33459117","Boursorama",,6,41291
"x2400052052","AgnesRunacher",,3,43838
"x868939398624272385","DEFAKATOR_Off",,3,71643
"x133752184","JoseeLegault",,3,79086
"x3390775469","TF1LeJT",,3,94061
"x1327775185","PierreABISAAB",,3,96921
"x1060985884047216640","EcomnewsAfrique",,3,105890
